Processed 10000
Processed 20000
Processed 30000
Processed 40000
Processed 50000
Processed 60000
Processed 70000
Processed 80000
Processed 90000
Processed 100000
Processed 110000
Processed 120000
Processed 130000
Processed 140000
Processed 150000
Processed 160000
Processed 170000
Processed 180000
Processed 190000

Finished processing.

===== Flow Statistics =====
Total packets: 191685
Lost segments: 498

===== MLT Summary =====
Total MLT samples: 15851
1772359237.345923 | ('183.172.73.211', 55156, '121.194.1.25', 443) | type=data | MLT=0.005997
1772359237.349438 | ('183.172.73.211', 55636, '222.199.191.35', 443) | type=data | MLT=0.004904
1772359237.351473 | ('183.172.73.211', 55156, '121.194.1.25', 443) | type=data | MLT=0.00552
1772359237.355532 | ('183.172.73.211', 55156, '121.194.1.25', 443) | type=data | MLT=0.004023
1772359237.371147 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=0.00013
1772359237.371668 | ('183.172.73.211', 55635, '43.141.111.180', 443) | type=data | MLT=0.052707
1772359237.37561 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=6e-05
1772359237.379453 | ('183.172.73.211', 55635, '43.141.111.180', 443) | type=data | MLT=0.007706
1772359237.38873 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=7.7e-05
1772359237.391515 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=6.7e-05
1772359237.394248 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=6.5e-05
1772359237.394284 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=9.3e-05
1772359237.39725 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=3.9e-05
1772359237.401355 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=9.7e-05
1772359237.401402 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=0.000152
1772359237.411978 | ('222.199.191.35', 443, '183.172.73.211', 55636) | type=b2b | MLT=0.000101
1772359237.424724 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=8.7e-05
1772359237.426128 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=5.8e-05
1772359237.431663 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=6.9e-05
1772359237.43275 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=2.2e-05
1772359237.461525 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=0.00014
1772359237.471927 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=data | MLT=0.000177
1772359237.471982 | ('121.194.1.25', 443, '183.172.73.211', 55156) | type=b2b | MLT=0.000234
1772359237.509323 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=0.000186
1772359237.571403 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=data | MLT=0.000203
1772359237.619723 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=0.000225
1772359237.64381 | ('43.141.111.180', 443, '183.172.73.211', 55635) | type=b2b | MLT=0.000218
1772359238.748397 | ('183.172.73.211', 53911, '121.194.11.75', 443) | type=data | MLT=0.0063
1772359238.793439 | ('121.194.11.75', 443, '183.172.73.211', 53911) | type=b2b | MLT=0.000175
1772359238.913064 | ('183.172.73.211', 55410, '106.13.246.59', 7826) | type=data | MLT=0.007988
1772359238.913207 | ('106.13.246.59', 7826, '183.172.73.211', 55410) | type=b2b | MLT=0.000143
1772359239.483252 | ('183.172.73.211', 51988, '121.194.11.70', 443) | type=data | MLT=0.04652
1772359239.499387 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000143
1772359239.503374 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000139
1772359239.503411 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000157
1772359239.504111 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=5.1e-05
1772359239.504125 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=6.2e-05
1772359239.508945 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.00026
1772359239.509013 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000305
1772359239.509035 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.00031
1772359239.509058 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.00031
1772359239.509072 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000316
1772359239.509584 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=5.7e-05
1772359239.509594 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=6e-05
1772359239.512108 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000581
1772359239.512161 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000613
1772359239.512169 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000219
1772359239.512184 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000216
1772359239.515018 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.000158
1772359239.526285 | ('121.194.11.70', 443, '183.172.73.211', 51988) | type=b2b | MLT=0.010393
